Provinsi,Panlok,PTN,Prodi,Jumlah
Jawa Barat,34,36,361092,34
Jawa Barat,34,36,361105,132
Jawa Barat,34,36,361113,69
Jawa Barat,34,36,361121,73
Jawa Barat,34,36,361135,35
Jawa Barat,34,36,361143,31
Jawa Barat,34,36,361151,45
Jawa Barat,34,36,361165,52
Jawa Barat,34,36,361173,48
Jawa Barat,34,36,361181,33
Jawa Barat,34,36,361195,21
Jawa Barat,34,36,361202,25
Jawa Barat,34,36,361216,15
Jawa Barat,34,36,361224,20
Jawa Barat,34,36,361232,24
Jawa Barat,34,36,362012,69
Jawa Barat,34,36,362026,38
Jawa Barat,34,36,362034,23
Jawa Barat,34,36,362042,48
Jawa Barat,34,36,362056,31
Jawa Barat,34,36,362064,25
Jawa Barat,34,36,362072,21
Jawa Barat,34,36,362086,39
Jawa Barat,34,36,362094,17
Jawa Barat,34,36,362101,22
Jawa Barat,34,36,362115,31
Jawa Barat,34,36,362123,35
Jawa Barat,34,36,362131,23
Jawa Barat,34,36,362145,34
Jawa Barat,34,36,362153,15
Jawa Barat,34,36,362161,24
Jawa Barat,34,36,362175,11
Jawa Barat,34,36,362183,24
Jawa Barat,34,36,362191,28
Jawa Barat,34,36,362204,23
Jawa Barat,34,36,362212,27
Jawa Barat,34,36,362226,16
Jawa Barat,34,36,362234,10
Jawa Barat,34,36,362242,21
Jawa Barat,34,36,362256,11
Jawa Barat,34,36,362264,27
Jawa Barat,34,36,362272,18
Jawa Barat,34,36,362286,19
Jawa Barat,34,37,371025,17
Jawa Barat,34,37,371033,17
Jawa Barat,34,37,371041,10
Jawa Barat,34,37,371055,25
Jawa Barat,34,37,371063,34
Jawa Barat,34,37,371071,14
Jawa Barat,34,37,371085,24
Jawa Barat,34,37,372013,40
Jawa Barat,34,37,372035,33
Jawa Barat,34,37,372043,72
Jawa Barat,34,37,372051,60
Jawa Barat,34,37,372065,23
Jawa Barat,34,37,372073,44
Jawa Barat,34,37,372081,66
Jawa Barat,34,37,372095,37
Jawa Barat,34,38,381026,1
Jawa Barat,34,38,381034,1
Jawa Barat,34,38,381042,1
Jawa Barat,34,38,381064,1
Jawa Barat,34,38,381086,1
Jawa Barat,34,38,381101,1
Jawa Barat,34,38,381115,1
Jawa Barat,34,38,381123,1
Jawa Barat,34,38,381153,1
Jawa Barat,34,38,382014,3
Jawa Barat,34,38,382036,2
Jawa Barat,34,38,382044,2
Jawa Barat,34,38,382074,2
Jawa Barat,34,38,382096,2
Jawa Barat,34,38,382193,1
Jawa Barat,34,39,391013,1
Jawa Barat,34,39,391035,1
Jawa Barat,34,39,391043,1
Jawa Barat,34,39,391065,4
Jawa Barat,34,39,391073,9
Jawa Barat,34,39,391095,2
Jawa Barat,34,39,392015,1
Jawa Barat,34,39,392045,2
Jawa Barat,34,39,392053,3
Jawa Barat,34,40,401016,39
Jawa Barat,34,40,401024,25
Jawa Barat,34,40,401032,37
Jawa Barat,34,40,401046,33
Jawa Barat,34,40,401054,23
Jawa Barat,34,40,401062,17
Jawa Barat,34,40,401076,26
Jawa Barat,34,40,401084,36
Jawa Barat,34,40,402012,26
Jawa Barat,34,40,402026,38
Jawa Barat,34,40,402034,14
Jawa Barat,34,40,402042,21
Jawa Barat,34,40,402056,60
Jawa Barat,34,40,402064,42
Jawa Barat,34,40,402072,69
Jawa Barat,34,40,402086,52
Jawa Barat,34,40,402101,37
Jawa Barat,34,40,402115,10
Jawa Barat,34,40,402123,40
Jawa Barat,34,40,402131,42
Jawa Barat,34,41,411011,3
Jawa Barat,34,41,411025,1
Jawa Barat,34,41,411033,1
Jawa Barat,34,41,411041,3
Jawa Barat,34,41,411071,1
Jawa Barat,34,41,411085,2
Jawa Barat,34,41,411093,3
Jawa Barat,34,41,411106,7
Jawa Barat,34,41,411114,2
Jawa Barat,34,41,411136,6
Jawa Barat,34,41,411144,3
Jawa Barat,34,41,411152,3
Jawa Barat,34,41,411166,6
Jawa Barat,34,41,411182,2
Jawa Barat,34,41,411196,9
Jawa Barat,34,41,411211,1
Jawa Barat,34,41,411225,2
Jawa Barat,34,41,411241,2
Jawa Barat,34,41,412013,9
Jawa Barat,34,41,412021,4
Jawa Barat,34,41,412035,1
Jawa Barat,34,41,412043,1
Jawa Barat,34,41,412051,1
Jawa Barat,34,41,412065,3
Jawa Barat,34,41,412073,4
Jawa Barat,34,41,412102,1
Jawa Barat,34,41,412116,2
Jawa Barat,34,41,412124,4
Jawa Barat,34,41,412132,1
Jawa Barat,34,41,412154,1
Jawa Barat,34,42,421131,1
Jawa Barat,34,42,421191,1
Jawa Barat,34,42,422022,1
Jawa Barat,34,42,422096,1
Jawa Barat,34,42,422133,1
Jawa Barat,34,42,422141,2
Jawa Barat,34,42,422155,1
Jawa Barat,34,42,422163,2
Jawa Barat,34,42,422244,1
Jawa Barat,34,42,422282,1
Jawa Barat,34,42,422341,1
Jawa Barat,34,42,422355,1
Jawa Barat,34,42,422385,1
Jawa Barat,34,42,422406,1
Jawa Barat,34,42,422436,1
Jawa Barat,34,43,431013,5
Jawa Barat,34,43,431021,4
Jawa Barat,34,43,431043,2
Jawa Barat,34,43,431051,1
Jawa Barat,34,43,431073,3
Jawa Barat,34,43,431081,2
Jawa Barat,34,43,431102,2
Jawa Barat,34,43,431146,3
Jawa Barat,34,43,431154,8
Jawa Barat,34,43,431176,6
Jawa Barat,34,43,431184,4
Jawa Barat,34,43,431192,6
Jawa Barat,34,43,431205,3
Jawa Barat,34,43,431213,2
Jawa Barat,34,43,431221,3
Jawa Barat,34,43,431235,5
Jawa Barat,34,43,431243,1
Jawa Barat,34,43,431251,1
Jawa Barat,34,43,431265,1
Jawa Barat,34,43,431273,2
Jawa Barat,34,43,431281,1
Jawa Barat,34,43,431295,4
Jawa Barat,34,43,431316,4
Jawa Barat,34,43,431324,1
Jawa Barat,34,43,432015,3
Jawa Barat,34,43,432053,3
Jawa Barat,34,43,432061,2
Jawa Barat,34,43,432075,1
Jawa Barat,34,43,432104,2
Jawa Barat,34,43,432126,2
Jawa Barat,34,43,432134,4
Jawa Barat,34,43,432156,2
Jawa Barat,34,43,432164,1
Jawa Barat,34,43,432172,2
Jawa Barat,34,44,441014,6
Jawa Barat,34,44,441022,4
Jawa Barat,34,44,441036,1
Jawa Barat,34,44,441066,1
Jawa Barat,34,44,441074,1
Jawa Barat,34,44,441082,3
Jawa Barat,34,44,441133,2
Jawa Barat,34,44,441155,1
Jawa Barat,34,44,441282,1
Jawa Barat,34,44,441296,1
Jawa Barat,34,44,442016,1
Jawa Barat,34,44,442024,1
Jawa Barat,34,44,442046,2
Jawa Barat,34,44,442143,2
Jawa Barat,34,44,442151,3
Jawa Barat,34,44,442181,1
Jawa Barat,34,44,442195,1
Jawa Barat,34,44,442232,1
Jawa Barat,34,44,442262,1
Jawa Barat,34,44,442284,1
Jawa Barat,34,44,442321,1
Jawa Barat,34,45,451061,1
Jawa Barat,34,45,452196,1
Jawa Barat,34,45,452203,1
Jawa Barat,34,45,452211,1
Jawa Barat,34,46,461032,1
Jawa Barat,34,46,461076,1
Jawa Barat,34,46,461084,2
Jawa Barat,34,46,461092,1
Jawa Barat,34,46,461113,1
Jawa Barat,34,46,461121,1
Jawa Barat,34,46,461143,1
Jawa Barat,34,46,462042,1
Jawa Barat,34,46,462115,1
Jawa Barat,34,46,462123,2
Jawa Barat,34,46,462183,2
Jawa Barat,34,46,462204,1
Jawa Barat,34,46,462294,1
Jawa Barat,34,47,471011,1
Jawa Barat,34,47,471025,2
Jawa Barat,34,47,471033,1
Jawa Barat,34,47,471055,1
Jawa Barat,34,47,471063,3
Jawa Barat,34,47,471085,1
Jawa Barat,34,47,471093,1
Jawa Barat,34,47,471106,6
Jawa Barat,34,47,471166,1
Jawa Barat,34,47,471174,3
Jawa Barat,34,47,471182,2
Jawa Barat,34,47,471285,1
Jawa Barat,34,47,471322,3
Jawa Barat,34,47,471336,1
Jawa Barat,34,47,471344,3
Jawa Barat,34,47,471352,3
Jawa Barat,34,47,471374,2
Jawa Barat,34,47,471382,4
Jawa Barat,34,47,471396,7
Jawa Barat,34,47,471403,4
Jawa Barat,34,47,471411,1
Jawa Barat,34,47,471425,2
Jawa Barat,34,47,471433,2
Jawa Barat,34,47,471455,3
Jawa Barat,34,47,471471,1
Jawa Barat,34,47,471485,3
Jawa Barat,34,47,471493,1
Jawa Barat,34,47,472021,2
Jawa Barat,34,47,472043,3
Jawa Barat,34,47,472051,2
Jawa Barat,34,47,472065,1
Jawa Barat,34,47,472073,1
Jawa Barat,34,47,472162,1
Jawa Barat,34,47,472184,1
Jawa Barat,34,47,472205,1
Jawa Barat,34,47,472213,1
Jawa Barat,34,47,472221,3
Jawa Barat,34,48,481012,1
Jawa Barat,34,48,481034,1
Jawa Barat,34,48,481094,1
Jawa Barat,34,48,482206,2
Jawa Barat,34,48,482214,2
Jawa Barat,34,48,482222,1
Jawa Barat,34,48,482274,1
Jawa Barat,34,49,491013,3
Jawa Barat,34,49,491021,1
Jawa Barat,34,49,491073,1
Jawa Barat,34,49,491132,1
Jawa Barat,34,49,492045,2
Jawa Barat,34,50,501173,1
Jawa Barat,34,50,501181,1
Jawa Barat,34,50,502115,1
Jawa Barat,34,50,502183,1
Jawa Barat,34,50,502212,1
Jawa Barat,34,50,502226,1
Jawa Barat,34,50,502383,1
Jawa Barat,34,50,502426,1
Jawa Barat,34,51,511055,1
Jawa Barat,34,51,511063,5
Jawa Barat,34,51,511071,2
Jawa Barat,34,51,511085,1
Jawa Barat,34,51,511093,4
Jawa Barat,34,51,511114,2
Jawa Barat,34,51,511122,1
Jawa Barat,34,51,511136,3
Jawa Barat,34,51,511152,1
Jawa Barat,34,51,511166,3
Jawa Barat,34,51,511174,2
Jawa Barat,34,51,511182,2
Jawa Barat,34,51,511203,6
Jawa Barat,34,51,511211,1
Jawa Barat,34,51,511241,1
Jawa Barat,34,51,511255,2
Jawa Barat,34,51,511271,1
Jawa Barat,34,51,511285,1
Jawa Barat,34,51,511293,1
Jawa Barat,34,52,521026,1
Jawa Barat,34,52,521042,3
Jawa Barat,34,52,521056,1
Jawa Barat,34,52,521072,1
Jawa Barat,34,52,521086,1
Jawa Barat,34,52,521094,1
Jawa Barat,34,52,521131,2
Jawa Barat,34,52,521145,2
Jawa Barat,34,52,521153,1
Jawa Barat,34,52,522014,1
Jawa Barat,34,52,522096,1
Jawa Barat,34,52,522163,1
Jawa Barat,34,52,522171,1
Jawa Barat,34,53,531021,1
Jawa Barat,34,53,532045,1
Jawa Barat,34,53,532053,1
Jawa Barat,34,53,532061,1
Jawa Barat,34,53,532075,1
Jawa Barat,34,55,551142,1
Jawa Barat,34,55,552011,2
Jawa Barat,34,55,552106,1
Jawa Barat,34,55,552203,1
Jawa Barat,34,55,552241,1
Jawa Barat,34,55,552263,3
Jawa Barat,34,56,561016,1
Jawa Barat,34,56,561032,2
Jawa Barat,34,56,561046,3
Jawa Barat,34,56,561054,2
Jawa Barat,34,56,561076,1
Jawa Barat,34,56,561084,1
Jawa Barat,34,56,561092,1
Jawa Barat,34,56,561105,1
Jawa Barat,34,56,561135,1
Jawa Barat,34,56,561195,2
Jawa Barat,34,56,561216,1
Jawa Barat,34,56,561232,4
Jawa Barat,34,56,561246,3
Jawa Barat,34,56,561254,2
Jawa Barat,34,56,561262,1
Jawa Barat,34,56,561276,7
Jawa Barat,34,56,561284,5
Jawa Barat,34,56,561292,1
Jawa Barat,34,56,561305,2
Jawa Barat,34,56,561313,2
Jawa Barat,34,56,561335,2
Jawa Barat,34,56,561365,1
Jawa Barat,34,56,561381,1
Jawa Barat,34,56,561416,1
Jawa Barat,34,56,561446,1
Jawa Barat,34,56,561476,1
Jawa Barat,34,56,561484,2
Jawa Barat,34,56,562012,4
Jawa Barat,34,56,562042,4
Jawa Barat,34,56,562056,1
Jawa Barat,34,56,562086,1
Jawa Barat,34,56,562094,2
Jawa Barat,34,56,562101,5
Jawa Barat,34,56,562123,1
Jawa Barat,34,56,562131,2
Jawa Barat,34,56,562145,2
Jawa Barat,34,56,562175,2
Jawa Barat,34,56,562191,2
Jawa Barat,34,56,562226,1
Jawa Barat,34,56,562272,2
Jawa Barat,34,56,562294,1
Jawa Barat,34,56,562331,1
Jawa Barat,34,56,562361,3
Jawa Barat,34,57,571011,1
Jawa Barat,34,57,571025,1
Jawa Barat,34,57,572095,2
Jawa Barat,34,57,572102,2
Jawa Barat,34,58,581026,1
Jawa Barat,34,58,581086,1
Jawa Barat,34,58,581115,1
Jawa Barat,34,58,581123,1
Jawa Barat,34,58,581131,1
Jawa Barat,34,58,581161,1
Jawa Barat,34,58,581183,1
Jawa Barat,34,58,582052,1
Jawa Barat,34,58,582185,1
Jawa Barat,34,58,582193,1
Jawa Barat,34,59,591013,1
Jawa Barat,34,60,602072,1
Jawa Barat,34,61,612013,4
Jawa Barat,34,61,612021,38
Jawa Barat,34,61,612035,8
Jawa Barat,34,61,612043,6
Jawa Barat,34,61,612051,28
Jawa Barat,34,62,622014,2
Jawa Barat,34,62,622036,1
Jawa Barat,34,62,622044,1
Jawa Barat,34,62,622074,1
Jawa Barat,34,62,622082,1
Jawa Barat,34,62,622096,2
Jawa Barat,34,62,622103,1
Jawa Barat,34,62,622111,1
Jawa Barat,34,63,631013,5
Jawa Barat,34,63,631021,1
Jawa Barat,34,63,631035,2
Jawa Barat,34,63,631051,2
Jawa Barat,34,63,631065,2
Jawa Barat,34,63,631073,1
Jawa Barat,34,63,631081,1
Jawa Barat,34,63,631095,3
Jawa Barat,34,63,631116,3
Jawa Barat,34,63,631124,4
Jawa Barat,34,63,631132,3
Jawa Barat,34,63,631146,2
Jawa Barat,34,63,631154,1
Jawa Barat,34,63,631162,1
Jawa Barat,34,63,631176,1
Jawa Barat,34,63,631192,1
Jawa Barat,34,63,631235,1
Jawa Barat,34,63,631243,2
Jawa Barat,34,63,631251,1
Jawa Barat,34,63,631265,1
Jawa Barat,34,63,632015,3
Jawa Barat,34,63,632045,3
Jawa Barat,34,63,632053,1
Jawa Barat,34,63,632061,2
Jawa Barat,34,63,632075,1
Jawa Barat,34,63,632091,2
Jawa Barat,34,63,632104,1
Jawa Barat,34,63,632112,1
Jawa Barat,34,63,632126,1
Jawa Barat,34,63,632134,1
Jawa Barat,34,63,632142,1
Jawa Barat,34,63,632156,2
Jawa Barat,34,63,632164,1
Jawa Barat,34,63,632215,2
Jawa Barat,34,64,641014,1
Jawa Barat,34,64,641036,1
Jawa Barat,34,64,641052,1
Jawa Barat,34,64,641133,2
Jawa Barat,34,64,641141,1
Jawa Barat,34,64,642032,2
Jawa Barat,34,64,642046,1
Jawa Barat,34,64,642054,1
Jawa Barat,34,64,642135,2
Jawa Barat,34,64,642143,1
Jawa Barat,34,64,642224,2
Jawa Barat,34,64,642232,3
Jawa Barat,34,65,651061,1
Jawa Barat,34,65,651156,1
Jawa Barat,34,65,652041,1
Jawa Barat,34,66,661173,1
Jawa Barat,34,66,661195,1
Jawa Barat,34,66,661232,1
Jawa Barat,34,66,662145,1
Jawa Barat,34,66,662161,1
Jawa Barat,34,68,682014,5
Jawa Barat,34,68,682022,1
Jawa Barat,34,68,682044,2
Jawa Barat,34,68,682074,1
Jawa Barat,34,69,692045,1
Jawa Barat,34,69,692053,1
Jawa Barat,34,69,692061,1
Jawa Barat,34,69,692075,1
Jawa Barat,34,71,711063,1
Jawa Barat,34,71,711196,1
Jawa Barat,34,71,711203,2
Jawa Barat,34,71,711225,2
Jawa Barat,34,71,711241,1
Jawa Barat,34,71,711263,1
Jawa Barat,34,71,711271,1
Jawa Barat,34,71,712035,1
Jawa Barat,34,71,712116,1
Jawa Barat,34,71,712295,1
Jawa Barat,34,73,731233,1
Jawa Barat,34,73,732061,1
Jawa Barat,34,73,732104,1
Jawa Barat,34,73,732112,1
Jawa Barat,34,75,751172,1
Jawa Barat,34,75,751194,1
Jawa Barat,34,75,751231,1
Jawa Barat,34,75,751245,1
Jawa Barat,34,75,751283,1
Jawa Barat,34,75,751304,1
Jawa Barat,34,75,751312,1
Jawa Barat,34,75,752011,1
Jawa Barat,34,75,752041,1
Jawa Barat,34,75,752106,1
Jawa Barat,34,75,752122,1
Jawa Barat,34,77,771033,1
Jawa Barat,34,77,771041,1
Jawa Barat,34,77,771063,1
Jawa Barat,34,77,771093,1
Jawa Barat,34,77,771211,2
Jawa Barat,34,77,771263,1
Jawa Barat,34,77,771285,1
Jawa Barat,34,77,772035,1
Jawa Barat,34,77,772043,1
Jawa Barat,34,77,772192,1
Jawa Barat,34,78,781034,1
Jawa Barat,34,78,781101,1
Jawa Barat,34,79,791013,1
Jawa Barat,34,79,791021,1
Jawa Barat,34,79,791043,1
Jawa Barat,34,79,791073,1
Jawa Barat,34,79,791102,4
Jawa Barat,34,80,802286,1
Jawa Barat,34,81,812021,1
Jawa Barat,34,82,821101,1
Jawa Barat,34,82,821145,1
Jawa Barat,34,82,821153,1
Jawa Barat,34,82,821161,1
Jawa Barat,34,82,821212,1
Jawa Barat,34,82,821323,1
Jawa Barat,34,82,821331,1
Jawa Barat,34,82,821434,1
Jawa Barat,34,82,822155,1
Jawa Barat,34,83,831184,1
Jawa Barat,34,83,832083,1
Jawa Barat,34,83,832126,1
Jawa Barat,34,84,841066,1
Jawa Barat,34,84,841282,1
Jawa Barat,34,84,842084,1
Jawa Barat,34,84,842165,1
Jawa Barat,34,84,842232,1
Jawa Barat,34,84,842254,1
Jawa Barat,34,85,851215,1
Jawa Barat,34,85,852182,1
Jawa Barat,34,85,852203,2
Jawa Barat,34,86,861062,1
Jawa Barat,34,86,862145,1
Jawa Barat,34,86,862175,1
Jawa Barat,34,86,862256,1
Jawa Barat,34,86,862301,1
Jawa Barat,34,87,871011,2
Jawa Barat,34,87,871085,1
Jawa Barat,34,87,871285,1
Jawa Barat,34,87,872116,1
Jawa Barat,34,88,881034,1
Jawa Barat,34,89,891021,1
Jawa Barat,34,89,891035,1
Jawa Barat,34,89,891043,1
Jawa Barat,34,90,901016,8
Jawa Barat,34,90,901024,5
Jawa Barat,34,90,901032,5
Jawa Barat,34,90,901046,9
Jawa Barat,34,90,901054,11
Jawa Barat,34,90,901062,6
Jawa Barat,34,90,902012,7
Jawa Barat,34,90,902026,7
Jawa Barat,34,90,902034,6
Jawa Barat,34,90,902056,1
Jawa Barat,34,90,902064,6
Jawa Barat,34,90,902072,5
Jawa Barat,34,90,902086,4
Jawa Barat,34,90,902094,4
Jawa Barat,34,92,921064,1
Jawa Barat,34,93,931051,1
Jawa Barat,34,93,931116,1
Jawa Barat,34,93,931184,1
Jawa Barat,34,93,931243,1
Jawa Barat,34,93,931251,1
Jawa Barat,34,93,932031,2
Jawa Barat,34,93,932134,1
Jawa Barat,34,94,941133,1
Jawa Barat,34,94,941214,1
Jawa Barat,34,94,942054,1
Jawa Barat,34,94,942165,1
Jawa Barat,34,96,961254,1
Jawa Barat,34,96,962012,1
Jawa Barat,34,96,962026,1
Jawa Barat,34,98,982044,1
Banten,38,11,111011,2
Banten,38,11,111041,1
Banten,38,11,111055,1
Banten,38,11,111166,1
Banten,38,11,111182,1
Banten,38,11,112043,1
Banten,38,11,112146,1
Banten,38,12,121034,1
Banten,38,12,121175,1
Banten,38,13,132061,1
Banten,38,14,141141,1
Banten,38,14,142024,1
Banten,38,14,142224,1
Banten,38,14,142276,1
Banten,38,14,142321,1
Banten,38,15,151015,2
Banten,38,15,151031,1
Banten,38,15,151045,1
Banten,38,15,151061,2
Banten,38,15,151083,1
Banten,38,15,151091,2
Banten,38,15,151104,1
Banten,38,15,151134,1
Banten,38,15,151172,1
Banten,38,15,151194,1
Banten,38,15,151245,1
Banten,38,15,152011,2
Banten,38,15,152063,1
Banten,38,15,152106,1
Banten,38,15,152182,1
Banten,38,15,152203,1
Banten,38,16,161121,1
Banten,38,16,161135,1
Banten,38,16,161151,1
Banten,38,16,162012,1
Banten,38,16,162042,1
Banten,38,17,171041,1
Banten,38,17,171182,1
Banten,38,17,172065,2
Banten,38,17,172073,1
Banten,38,17,172124,1
Banten,38,17,172162,1
Banten,38,17,172251,1
Banten,38,17,172265,1
Banten,38,17,172316,1
Banten,38,18,181034,2
Banten,38,18,181056,1
Banten,38,18,181086,1
Banten,38,18,181115,1
Banten,38,18,181123,1
Banten,38,18,181175,1
Banten,38,18,181183,2
Banten,38,18,181242,2
Banten,38,18,182022,1
Banten,38,19,191073,1
Banten,38,19,191162,1
Banten,38,20,201032,1
Banten,38,21,211122,1
Banten,38,21,212081,1
Banten,38,21,212124,1
Banten,38,22,221012,1
Banten,38,22,222044,1
Banten,38,22,222082,1
Banten,38,23,231035,1
Banten,38,23,231043,2
Banten,38,23,231065,7
Banten,38,23,231073,1
Banten,38,23,231095,5
Banten,38,23,231102,2
Banten,38,23,231184,1
Banten,38,23,231205,1
Banten,38,23,231221,3
Banten,38,23,231265,1
Banten,38,23,231302,1
Banten,38,23,231316,1
Banten,38,23,231384,1
Banten,38,23,232015,1
Banten,38,23,232023,3
Banten,38,23,232075,1
Banten,38,23,232083,1
Banten,38,23,232164,2
Banten,38,23,232186,3
Banten,38,24,241014,1
Banten,38,24,241036,1
Banten,38,24,241096,1
Banten,38,24,242024,1
Banten,38,25,251031,1
Banten,38,25,251112,1
Banten,38,25,251134,1
Banten,38,25,252011,1
Banten,38,25,252041,1
Banten,38,26,261016,1
Banten,38,26,261024,5
Banten,38,26,261032,6
Banten,38,26,261046,2
Banten,38,26,261054,1
Banten,38,26,261062,5
Banten,38,26,261076,1
Banten,38,26,261084,4
Banten,38,26,261092,2
Banten,38,26,261105,7
Banten,38,26,261113,5
Banten,38,26,261121,2
Banten,38,27,271025,2
Banten,38,27,271033,4
Banten,38,27,271055,4
Banten,38,27,271063,2
Banten,38,27,271093,3
Banten,38,27,271106,2
Banten,38,27,271114,3
Banten,38,27,271122,8
Banten,38,27,271136,3
Banten,38,27,271144,4
Banten,38,27,271166,1
Banten,38,27,271174,2
Banten,38,27,271196,4
Banten,38,27,271203,14
Banten,38,27,271211,3
Banten,38,27,271225,3
Banten,38,27,271233,1
Banten,38,27,271255,1
Banten,38,27,271264,1
Banten,38,27,271271,3
Banten,38,27,271293,2
Banten,38,27,271322,2
Banten,38,27,272013,5
Banten,38,27,272021,2
Banten,38,27,272035,1
Banten,38,27,272043,1
Banten,38,27,272051,4
Banten,38,27,272065,3
Banten,38,27,272073,4
Banten,38,27,272081,3
Banten,38,27,272095,1
Banten,38,27,272116,1
Banten,38,27,272221,1
Banten,38,29,292015,1
Banten,38,30,301016,4
Banten,38,30,301024,4
Banten,38,30,301046,5
Banten,38,30,301076,3
Banten,38,30,301084,3
Banten,38,30,301092,3
Banten,38,30,301105,2
Banten,38,30,301113,1
Banten,38,30,301121,16
Banten,38,30,301133,4
Banten,38,30,301143,3
Banten,38,30,302012,3
Banten,38,30,302026,6
Banten,38,30,302034,4
Banten,38,30,302042,3
Banten,38,30,302056,2
Banten,38,30,302064,5
Banten,38,30,302072,9
Banten,38,30,302086,9
Banten,38,30,302094,2
Banten,38,30,302101,7
Banten,38,30,302115,2
Banten,38,30,302123,2
Banten,38,30,302131,1
Banten,38,30,302145,4
Banten,38,30,302153,5
Banten,38,30,302161,1
Banten,38,30,302175,3
Banten,38,30,302183,1
Banten,38,30,302191,1
Banten,38,30,302204,1
Banten,38,30,302212,2
Banten,38,30,302226,4
Banten,38,30,302234,2
Banten,38,30,302256,2
Banten,38,30,302264,2
Banten,38,30,302272,6
Banten,38,30,302286,10
Banten,38,30,302294,3
Banten,38,30,302301,1
Banten,38,30,302315,4
Banten,38,30,302323,4
Banten,38,30,302331,3
Banten,38,30,302345,2
Banten,38,30,302353,2
Banten,38,30,302361,2
Banten,38,30,302375,2
Banten,38,30,302383,2
Banten,38,31,311011,7
Banten,38,31,311025,9
Banten,38,31,311033,12
Banten,38,31,311041,9
Banten,38,31,311055,9
Banten,38,31,311063,7
Banten,38,31,311071,10
Banten,38,31,311085,3
Banten,38,31,311093,4
Banten,38,31,311106,4
Banten,38,31,311114,7
Banten,38,31,311122,5
Banten,38,31,311136,3
Banten,38,31,311144,7
Banten,38,31,311152,4
Banten,38,31,311166,11
Banten,38,31,311174,14
Banten,38,31,311182,1
Banten,38,31,311196,5
Banten,38,31,311203,3
Banten,38,31,311211,4
Banten,38,31,311225,3
Banten,38,31,311233,4
Banten,38,31,311241,2
Banten,38,31,311255,2
Banten,38,31,311263,2
Banten,38,31,311271,2
Banten,38,31,311285,6
Banten,38,31,311293,3
Banten,38,31,311306,2
Banten,38,31,312013,19
Banten,38,31,312021,2
Banten,38,31,312035,4
Banten,38,31,312043,15
Banten,38,31,312051,4
Banten,38,31,312065,4
Banten,38,31,312081,5
Banten,38,31,312095,2
Banten,38,31,312102,7
Banten,38,31,312116,4
Banten,38,31,312124,6
Banten,38,31,312132,6
Banten,38,31,312146,7
Banten,38,31,312154,7
Banten,38,31,312162,7
Banten,38,31,312176,4
Banten,38,31,312184,3
Banten,38,31,312192,2
Banten,38,31,312205,3
Banten,38,31,312213,1
Banten,38,31,312221,1
Banten,38,31,312235,3
Banten,38,31,312251,3
Banten,38,31,312265,4
Banten,38,31,312273,1
Banten,38,31,312281,1
Banten,38,31,312295,1
Banten,38,31,312302,1
Banten,38,31,312316,5
Banten,38,31,312324,2
Banten,38,32,321012,18
Banten,38,32,321026,8
Banten,38,32,321034,8
Banten,38,32,321042,3
Banten,38,32,321056,5
Banten,38,32,321064,9
Banten,38,32,321072,10
Banten,38,32,321086,13
Banten,38,32,321094,10
Banten,38,32,321101,9
Banten,38,32,321115,4
Banten,38,32,321123,10
Banten,38,32,321145,4
Banten,38,32,321161,2
Banten,38,32,322022,7
Banten,38,32,322074,14
Banten,38,32,322082,10
Banten,38,32,322103,5
Banten,38,32,322111,9
Banten,38,32,322141,6
Banten,38,32,322185,5
Banten,38,32,322206,4
Banten,38,32,322214,13
Banten,38,32,322436,3
Banten,38,32,322452,13
Banten,38,33,331013,2
Banten,38,33,331021,4
Banten,38,33,331035,3
Banten,38,33,331043,2
Banten,38,33,331051,5
Banten,38,33,331065,2
Banten,38,33,331081,2
Banten,38,33,331102,6
Banten,38,33,331116,2
Banten,38,33,331124,2
Banten,38,33,331132,4
Banten,38,33,331146,2
Banten,38,33,331154,2
Banten,38,33,331235,3
Banten,38,33,331265,4
Banten,38,33,331273,5
Banten,38,33,331295,2
Banten,38,33,331316,2
Banten,38,33,331324,2
Banten,38,33,331332,3
Banten,38,33,331346,1
Banten,38,33,331354,4
Banten,38,33,331362,2
Banten,38,33,331376,3
Banten,38,33,331384,2
Banten,38,33,331392,1
Banten,38,33,331405,1
Banten,38,33,331413,1
Banten,38,33,331421,3
Banten,38,33,331435,3
Banten,38,33,331443,2
Banten,38,33,331451,4
Banten,38,33,331465,4
Banten,38,34,341022,3
Banten,38,34,341036,2
Banten,38,34,341044,1
Banten,38,34,341074,1
Banten,38,34,341096,1
Banten,38,34,341103,1
Banten,38,34,341111,1
Banten,38,34,341125,2
Banten,38,34,341163,2
Banten,38,34,341171,2
Banten,38,34,341185,2
Banten,38,34,341193,1
Banten,38,34,341206,1
Banten,38,34,341214,1
Banten,38,34,342024,3
Banten,38,34,342054,4
Banten,38,34,342076,1
Banten,38,34,342092,5
Banten,38,34,342105,1
Banten,38,34,342113,1
Banten,38,34,342143,1
Banten,38,34,342165,1
Banten,38,34,342173,1
Banten,38,34,342181,1
Banten,38,34,342202,3
Banten,38,34,342216,2
Banten,38,34,342224,3
Banten,38,34,342232,2
Banten,38,34,342246,1
Banten,38,34,342254,1
Banten,38,34,342262,3
Banten,38,34,342284,1
Banten,38,34,342292,1
Banten,38,34,342305,1
Banten,38,34,342313,1
Banten,38,34,342321,1
Banten,38,34,342365,1
Banten,38,34,342373,1
